Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition,Timestamp,Price Category,Latitude,Longitude
10/19/2023,10/19/2023,11:00AM‐12:30PM,Petty Theft,Applied Physics & Mathematics,2023‐2087,Secured bicycle stolen,Unfounded,2023-10-19 12:30:00,Medium,,
10/19/2023,10/19/2023,7:30 PM ‐ 6:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2104,"Secured electric bicycle stolen, 200.00",Online Report,2023-10-19 19:30:00,Medium,32.878353,-117.231842
10/19/2023,10/19/2023,6:26 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2310190062,"Secured electric bicycle stolen, 200.00",Online Report,2023-10-19 18:26:00,Medium,32.878353,-117.231842
10/20/2023,10/20/2023,1:00 PM ‐ 5:00 PM,Petty Theft ‐ Micro Mobility Device,Matthews Apartments A,2023‐2099,"Secured electric scooter stolen, Loss $500.00",Report Taken,2023-10-20 17:00:00,Medium,32.878646,-117.2310505
10/20/2023,10/20/2023,8:00PM‐11:00PM,Petty Theft,Mesa ‐ South,2023‐2106,"Secured bicycle stolen, Loss $150.00",Online Report,2023-10-20 23:00:00,Medium,,
10/21/2023,10/20/2023 ‐ 10/21/2023,1:00 PM ‐ 6:00 AM,Petty Theft,Matthews Apartments,2023‐2108,"Secured bicycle stolen, loss $500.00",Report Taken,2023-10-21 13:00:00,Medium,32.878646,-117.2310505
10/21/2023,10/21/2023,1:00 PM ‐ 6:00 AM,Petty Theft,Price Center East,2310210034,"Secured bicycle stolen, loss $500.00",Report Taken,2023-10-21 13:00:00,Medium,32.8794123,-117.2368497
10/21/2023,10/21/2023,1:45 PM ‐ 2:11 PM,Grand Theft ‐ Micro Mobility Device,Price Center West,2023‐2109,"Secured electric bicycle stolen, loss $1720.00",Report Taken,2023-10-21 14:11:00,Expensive,32.8794123,-117.2368497
10/22/2023,10/22/2023,1:25AM,Petty Theft,Gilman Drive,2023‐2197,"Secured electric scooter, loss $270.00",Online Report,2023-10-22 01:25:00,Medium,32.8648237,-117.2364128
10/22/2023,10/22/2023,5:45 PM ‐ 7:45 PM,Petty Theft,Trolley ‐ UC Central Campus Stop,2023‐2143,"Secured electric scooter stolen, loss $1000.00",Online Report,2023-10-22 19:45:00,Expensive,,
10/22/2023,10/22/2023,1:25AM,Petty Theft,Gilman Drive,T23000405,"Secured electric scooter, loss $270.00",Online Report,2023-10-22 01:25:00,Medium,32.8648237,-117.2364128
10/23/2023,10/23/2023,8:00 PM ‐ 11:00 AM,Petty Theft,Structural Materials Engineering Building,2023‐2121,"Secured bicycle stolen, loss $250.00",Logged Event,2023-10-23 20:00:00,Medium,32.8800218,-117.2329402
10/23/2023,10/23/2023,9:30 AM ‐ 9:30 AM,Petty Theft,Pangea Parking Lot,2023‐2141,"Secured bicycle stolen, loss $690.00",Online Report,2023-10-23 09:30:00,Expensive,32.8842556,-117.2431062
10/23/2023,10/21/2023 ‐ 10/22/2023,3:00 PM ‐ 4:00 PM,Grand Theft,TDLLN ‐ Podemos,2023‐2127,"Secured bicycle stolen, loss $1,000.00",Report Taken,2023-10-22 16:00:00,Medium,,
10/23/2023,10/23/2023,7:52 PM,Attempted Petty Theft,Structural and Material Engineering Bldg,2310230074,Reporting party saw unknown male attempting to cut a bike lock,Gone On Arrival,2023-10-23 19:52:00,Low,32.8800218,-117.2329402
10/24/2023,10/24/2023,9:30 AM ‐ 11:00 AM,Petty Theft of Micro Mobility Device,Mandeville Center,2023‐2140,"Secured electric scooter stolen, loss $700.00",Online Report,2023-10-24 11:00:00,Expensive,32.8777923,-117.2399788
10/24/2023,10/24/2023,7:19 PM,Attempted Petty Theft,"One Miramar Street, Bldg 2",2310240055,"Reporting party found bike lock cut, believes it was cut in an attempt to steal their bicycle",Information Only,2023-10-24 19:19:00,Medium,32.8737372,-117.2268607
10/25/2023,10/25/2023,9:00 AM ‐ 10:15 AM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2023‐2144,"Unsecured electric scooter stolen, loss $300.00",Report Taken,2023-10-25 10:15:00,Medium,32.8783769,-117.2337607
10/25/2023,10/25/2023,11:00 AM ‐ 11:50 AM,Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,2023‐2146,"Secured electric scooter stolen, loss $200.00",Report Taken,2023-10-25 11:50:00,Medium,32.8805918,-117.2344208
10/26/2023,10/20/2023 ‐ 10/22/2023,5:00 PM ‐ 4:00 PM,Petty Theft,Center Hall,2023‐2156,"Secured bicycle stolen, loss $150.00",Report Taken,2023-10-22 17:00:00,Medium,32.8775468,-117.2374084
10/23/2023,10/25/2023 ‐ 10/26/2023,6:00 PM ‐ 12:30 PM,Petty Theft,Seventh College West #1,2023‐2157,"Secured bicycle stolen, loss $900.00",Report Taken,2023-10-26 18:00:00,Expensive,,
10/26/2023,10/26/2023,1:00 PM ‐ 12:00 PM,Petty Theft,Pepper Canyon Apartments,2023‐2159,"Secured bicycle stolen, loss $200.00",Report Taken,2023-10-26 13:00:00,Medium,32.8775872,-117.2306142
10/26/2023,10/26/2023,4:24 PM,Petty Theft,Center Hall,2310260045,"Victim's scooter taken, no suspect information",Information Only,2023-10-26 16:24:00,Medium,32.8775468,-117.2374084
10/27/2023,10/27/2023,9:40 AM,Petty Theft,Trolley ‐ Central Campus Station,2310270025,Subject trying to force his way into bike cage at location,Field Interview,2023-10-27 09:40:00,Low,32.878353,-117.231842
10/28/2023,10/28/2023,12:02 AM,Burglary/ Petty Theft ‐ Micro Mobility Device,Harlan Hall,2023‐2178,"Unknown suspect(s) entered residence and stole a secured electric scooter, loss $600.00",Report Taken,2023-10-28 00:02:00,Expensive,32.8848017,-117.2323582
10/28/2023,10/28/2023,9:00 AM ‐ 11:15 AM,Petty Theft ‐ Micro Mobility Device,Structural and Material Engineering Bldg,2023‐2182,"Secured electric scooter stolen, loss $299.99",Report Taken,2023-10-28 11:15:00,Medium,32.8800218,-117.2329402
10/28/2023,10/27/2023 ‐ 10/28/2023,7:30 PM ‐ 11:15 AM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2184,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-10-28 19:30:00,Expensive,32.878353,-117.231842
10/28/2023,10/27/2023 ‐ 10/28/2023,1:00 PM ‐ 8:00 PM,Petty Theft‐ Micro Mobility Device,Kaleidoscope,2023‐2186,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-10-28 20:00:00,Expensive,,
10/29/2023,10/29/2023,1:00 PM ‐ 5:00 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2194,"Secured electric scooter stolen, loss $700.00",Report Taken,2023-10-29 17:00:00,Expensive,32.881092,-117.2375659
10/29/2023,10/29/2023,2:00 PM ‐ 4:00 PM,Grand Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐2200,"Secured electric scooter stolen, loss $1000.00",Online Report,2023-10-29 16:00:00,Expensive,,
10/29/2023,10/29/2023,1:00 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐2201,"Battery stolen off victim's e‐scooter, loss $200.00",Online Report,2023-10-29 16:00:00,Medium,,
10/30/2023,10/16/2023 ‐ 10/30/2023,Unknown,Petty Theft,Thurgood Marshall Res Hall,2023‐2202,"Bicycle stolen, amount of loss unknown",Disposition Report Taken,2023-10-30 00:00:00,Low,,
10/30/2023,10/27/23‐10/30/23,10:15PM‐9:15AM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2207,"Secured electric scooter stolen, Loss $850.00",Online Report,2023-10-30 22:15:00,Expensive,32.878353,-117.231842
10/31/2023,10/30/2023 ‐ 10/31/2023,11:30 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2206,"Secured electric scooter stolen, loss $600",Report Taken,2023-10-31 23:30:00,Expensive,32.881092,-117.2375659
10/31/2023,10/31/2023,9:35AM,Petty Theft,Gilman Drive,T23000419,"Secured Stolen Bike, Loss $800.00",Online Report,2023-10-31 09:35:00,Expensive,32.8648237,-117.2364128
10/31/2023,10/31/2023,8:10AM‐9:10AM,Petty Theft,Muir Lane,T23000420,"Secured Stolen Bike, Loss $799.00",Online Report,2023-10-31 09:10:00,Expensive,32.8796794,-117.2414158
10/31/2023,10/31/2023,9:30AM‐2:00PM,Petty Theft,Gilman Drive,T23000422,"Secured Stolen Bike, Loss $250.00",Online Report,2023-10-31 14:00:00,Medium,32.8648237,-117.2364128
10/31/2023,10/26/2023,7:35AM‐7:35PM,Petty Theft,Arbor Drive,T23000423,"Secured Stolen Bike, Loss $529.00",Online Report,2023-10-26 19:35:00,Expensive,,
11-01-2023,10/31/2023,2:00PM‐11:50PM,Petty Theft ‐ Micro mobility Device,Voigt Drive,2023‐2251,"Secured electric scooter stolen, loss $500.00",Online Report,2023-10-31 23:50:00,Medium,32.8811362,-117.2295642
11-01-2023,11-01-2023,9:10AM,Petty Theft,Miramar Street,2023‐2222,"Secured bicycle stolen, Loss $150.00",Online Report,2023-11-01 09:10:00,Medium,32.8735076,-117.2238704
11-01-2023,10/30/2023,5:30PM‐9:20PM,Petty Theft,Center Hall,2023‐2221,"Victim's lock for scooter stolen, loss $25.00",Online Report,2023-10-30 21:20:00,Low,32.8775468,-117.2374084
11-01-2023,10/31/2023,4:00 PM ‐ 6:40 PM,Petty Theft ‐ Micro mobility Device,FAN ‐ FAN ‐RW Academic Bldg,2023‐2261,"Secured electric e‐scooter stolen, loss $460.00",Online Report,2023-10-31 18:40:00,Medium,32.8800633,-117.2409288
11-02-2023,10/30/2023,3:00PM‐11:00AM,Petty Theft,Greenhouse Lane,2023‐2231,"Secured Bicycle stolen, Loss $100.00",Report Taken,2023-10-30 15:00:00,Medium,32.8832575,-117.2299059
11-02-2023,10/30/23‐10/31/23,6:00pm‐1:00pm,Petty Theft,Scholars Drive ‐ North,2023‐2232,"Secured Bicycle stolen, Loss $150",Report Taken,2023-10-31 18:00:00,Medium,32.8842874,-117.2424066
11-03-2023,Unknown,Unknown,Petty Theft ‐ Micro Mobility Device,Geisel Library,T23000434,"Secured electric scooter stolen, Loss $400.00",Online Report,,Medium,32.881092,-117.2375659
11-03-2023,10/31/23‐11/01/23,8:30PM‐12:00AM,Petty Theft ‐ Micro Mobility Device,Justice Lane,2023‐2262,"Stolen electric skateboard, loss $150.00",Online Report,2023-11-01 20:30:00,Medium,32.8822475,-117.2322471
11-03-2023,11-03-2023,10:00PM,Petty Theft ‐ Micro Mobility Device,Russell Lane,T23000436,"Secured electric scooter stolen, loss $650.00",Online Report,2023-11-03 22:00:00,Expensive,32.8784479,-117.2343121
11-05-2023,11/4/2023 ‐ 11/5/2023,11:55 PM ‐ 11:55 AM,Petty Theft,UCSD Residential Area,2023‐2263,"Secured electric scooter stolen, loss $700.00",Online Report,2023-11-05 23:55:00,Expensive,32.881168,-117.2343605
11-05-2023,11/3/2023 ‐ 11/5/2023,7:00 PM ‐ 6:00 PM,Petty Theft,Viento,2023‐2260,"Secured bicycle stolen, loss $100.00",Report Taken,2023-11-05 19:00:00,Medium,,
11-05-2023,11-05-2023,7:00 PM ‐ 10:00 PM,Petty Theft,UCSD Train Station,2023‐2312,"Secured electric scooter stolen, loss $350.00",Online Report,2023-11-05 22:00:00,Medium,32.881168,-117.2343605
11-06-2023,11/5/2023 ‐ 11/6/2023,8:00 PM ‐ 2:00 AM,Grand Theft ‐ Micro Mobility Device,Geisel Library,2023‐2264,"Secured electric scooter stolen, loss $1,600.00",Report Taken,2023-11-06 20:00:00,Medium,32.881092,-117.2375659
11-06-2023,11/5/2023 ‐ 11/6/2023,9:00 AM ‐ 10:00 AM,Petty Theft,9450 Innovation Lane,2023‐2266,"Secured bicycle stolen, loss $400.00",Report Taken,2023-11-06 10:00:00,Medium,32.8784644,-117.2305901
11-06-2023,11/3/2023 ‐ 11/5/2023,4:30 PM ‐ 4:21 PM,Petty Theft,Leichtag Family Foundation,2023‐2277,"Secured bicycle stolen, loss $90.00",Online Report,2023-11-05 16:30:00,Low,32.8767963,-117.2372406
11-06-2023,11-06-2023,10:00 AM ‐ 11:00 AM,Petty Theft,Center Hall,2023‐2267,"Secured bicycle stolen, loss $400.00",Report Taken,2023-11-06 11:00:00,Medium,32.8775468,-117.2374084
11-06-2023,11-05-2023,7:20 PM ‐ 11:50 PM,Petty Theft ‐ Micro Mobility Device,Design & Innovations Bldg,2023‐2268,"Secured electric scooter stolen, loss $700.00",Report Taken,2023-11-05 23:50:00,Expensive,,
11-06-2023,11-06-2023,3:55 PM ‐ 4:50 PM,Petty Theft,Cognitive Sciences Building,2023‐2272,"Secured bicycle stolen, loss $800.00",Report Taken,2023-11-06 16:50:00,Expensive,32.8805813,-117.2395409
11-06-2023,11-06-2023,7:11 PM ‐7:20 PM,Petty Theft ‐ Micro Mobility Device,Structural & Material Engineering Bldg,2023‐2279,"Secured electric scooter stolen, loss $850.00",Online Report,2023-11-06 19:20:00,Expensive,32.8800218,-117.2329402
11-07-2023,11/6/2023 ‐ 11/7/2023,8:45 PM ‐ 12:10 AM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2275,"Secured electric scooter stolen, loss $450.00",Report Taken,2023-11-07 20:45:00,Medium,32.881092,-117.2375659
11-07-2023,11/2/2023 ‐ 11/6/2023,5:00 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2023‐2287,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-11-06 20:00:00,Expensive,32.8775468,-117.2374084
11-07-2023,11/4/2023 ‐ 11/6/2023,4:04 PM,Petty Theft,Trolley ‐ La Jolla Health Station,2311070066,"Reporting party's secured bicycle stolen, request phone call from Officer",Information Only,2023-11-06 16:04:00,Medium,,
11-07-2023,11-07-2023,5:50 PM ‐ 6:30 PM,Petty Theft,Applied Physics & Mathematics,2023‐2292,"Secured electric scooter stolen, loss $300.00",Report Taken,2023-11-07 18:30:00,Medium,,
11-07-2023,11-07-2023,8:10 PM ‐ 9:00 PM,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,2023‐2294,"Secured electric scooter stolen, loss $148.00",Report Taken,2023-11-07 21:00:00,Medium,32.8835013,-117.2349145
11-08-2023,11/7/2023 ‐ 11/8/2023,9:20 PM ‐ 11:00 AM,Petty Theft,Podemos Bldg,2023‐2313,"Secured bicycle stolen, loss $450.00",Online Report,2023-11-08 21:20:00,Medium,,
11-08-2023,11-08-2023,3:30 PM ‐ 5:50 PM,Grand Theft of Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2308,"Secured electric scooter stolen, loss $1,200.00",Report Taken,2023-11-08 17:50:00,Medium,32.878353,-117.231842
11-09-2023,11/8/2023 ‐ 11/9/2023,8:00 PM ‐ 12:00 AM,Petty Theft,Center Hall,2023‐2310,"Secured bicycle stolen, loss $250.00",Report Taken,2023-11-09 20:00:00,Medium,32.8775468,-117.2374084
11-09-2023,11-09-2023,9:00 AM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Geneva Hall,2023‐2318,"Electric scooter stolen, unknown if secured, loss $600.00",Report Taken,2023-11-09 16:00:00,Expensive,32.8855413,-117.2420642
11-09-2023,11-09-2023,6:30 PM ‐ 8:15 PM,Petty Theft,Warren Lecture Hall,2023‐2321,"Secured bicycle stolen, loss $750.00",Referred to Other Agency ‐ San Diego Fire Department,2023-11-09 20:15:00,Expensive,32.8805918,-117.2344208
11-10-2023,11-10-2023,8:00 AM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences,2023‐2324,"Secured electric bicycle stolen, loss $550.00",Report Taken,2023-11-10 20:00:00,Expensive,,
11-10-2023,11-10-2023,9:50 AM ‐ 5:50 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences,2023‐2327,"Secured electric bicycle stolen, loss $599.00",Online Report,2023-11-10 17:50:00,Expensive,,
11-10-2023,11-10-2023,6:50 PM ‐ 11:40 PM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2023‐2325,"Secured electric scooter stolen, loss $323.00",Report Taken,2023-11-10 23:40:00,Medium,32.8799725,-117.2403292
11-11-2023,11-11-2023,4:30 AM,Petty Theft,Geneva Hall,2311110014,Unknown subject seen cutting a lock on bicycle,Unable to Locate,2023-11-11 04:30:00,Medium,32.8855413,-117.2420642
11-12-2023,11-12-2023,1:00PM‐3:00PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2335,"Secured electric scooter stolen, loss $300.00",Report Taken,2023-11-12 15:00:00,Medium,32.878353,-117.231842
11-12-2023,11-12-2023,2:00PM‐9:00PM,Petty Theft ‐ Micro Mobility Device,Seventh College West #1,2023‐2337,"Secured electric scooter stolen, loss $515.00",Report Taken,2023-11-12 21:00:00,Expensive,,
11-12-2023,11-12-2023,6:12 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Meteor Hall,2023‐2349,"Secured electric scooter stolen, loss $499.00",Report Taken,2023-11-12 20:00:00,Medium,32.8738214,-117.2419498
11/13/2023,11-12-2023,6:50PM‐12:00AM,Petty Theft,Seventh College West #3,2023‐2340,"Secured electric scooter stolen, Loss $350.00",Report Taken,2023-11-12 18:50:00,Medium,,
11/14/2023,11/13/2023,3:15 PM ‐ 5:50 PM,Petty Theft,Structural & Material Engineering Bldg,2023‐2359,"Secured bicycle stolen, loss $300.00",Online Report,2023-11-13 17:50:00,Medium,32.8800218,-117.2329402
11/14/2023,11/14/2023,11:00 AM ‐ 5:20 PM,Petty Theft ‐ Micro Mobility Device,Mandeville Center,2023‐2360,"Secured electric scooter stolen, loss $450.00",Online Report,2023-11-14 17:20:00,Medium,32.8777923,-117.2399788
11/15/2023,11/15/2023,10:10 AM ‐ 11:00 AM,Grand Theft ‐ Micro Mobility Device,Hopkins Parking Structure,2023‐2373,"Secured electric scooter stolen, loss $2,000.00",Referred to Other Agency ‐ San Diego Fire Department,2023-11-15 11:00:00,Medium,32.8837791,-117.2394026
11/16/2023,11/15/2023,10:00AM‐1:00PM,Petty Theft ‐ Micro mobility Device,Voigt Drive,2023‐2376,"Unknown suspect stole secured electric bicycle, Loss $450.00",Report Taken,2023-11-15 13:00:00,Medium,32.8811362,-117.2295642
11/17/2023,11/17/2023,1:30 PM ‐ 1:58 PM,Grand Theft ‐ Micro Mobility Device,Copa Vida Café,2023‐2385,"Unknown subject took victim's unsecured electric bicycle, amount of loss unknown",Report Taken,2023-11-17 13:58:00,Medium,,
11/17/2023,11/10/2023 ‐ 11/16/2023,Unknown,Petty Theft,Tenaya Hall,2023‐2394,"Secured bicycle stolen from bike rack, loss $800.00",Online Report,2023-11-16 00:00:00,Expensive,32.8794203,-117.2428555
11/17/2023,11/17/2023,6:50 PM ‐ 8:15 PM,Petty Theft ‐ Micro Mobility Device,Podemos,2023‐2395,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-11-17 20:15:00,Expensive,,
11/18/2023,11/18/2023,1:22 PM,Petty Theft ‐ Micro Mobility Device,Main Gymnasium,2023‐2398,"Unsecured electric scooter stolen from bike rack, loss $460.00",Report Taken,2023-11-18 13:22:00,Medium,32.8771494,-117.2412479
11/18/2023,11/18/2023,4:49 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2401,"Secured electric scooter stolen from bike rack, loss $500.00",Report Taken,2023-11-18 16:49:00,Medium,32.881092,-117.2375659
11/18/2023,11/18/2023,5:45 PM ‐ 8:20 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2402,"Secured electric scooter stolen from bike rack, loss $300.00",Report Taken,2023-11-18 20:20:00,Medium,32.878353,-117.231842
11/19/2023,11/19/2023,12:15 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2405,"Secured electric scooter stolen, amount of loss unknown",Report Taken,2023-11-19 16:00:00,Medium,32.878353,-117.231842
11/19/2023,11/19/2023,3:40 PM ‐ 3:50 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2405,"Secured electric scooter stolen, loss $279.00",Online Report,2023-11-19 15:50:00,Medium,32.878353,-117.231842
11/19/2023,11/19/2023,8:04 PM,Petty Theft ‐ Micro Mobility Device,Price Center West ‐ The Trove,2023‐2410,"Secured electric scooter stolen from bike racks, $200.00",Online Report,2023-11-19 20:04:00,Medium,32.8794123,-117.2368497
11/19/2023,11/18/2023 ‐ 11/19/2023,8:00 PM ‐ 7:00 PM,Grand Theft,Thurgood Marshall Res Hall P,2023‐2409,"Secured bicycle stolen from bike rack, loss $2,000.00",Report Taken,2023-11-19 20:00:00,Medium,,
11/19/2023,11/19/2023,4:30 PM ‐ 9:45 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2023‐2411,"Unsecured electric bicycle stolen from bike rack, loss $700.00",Report Taken,2023-11-19 21:45:00,Expensive,32.8775468,-117.2374084
11/19/2023,11/19/2023,6:00 PM ‐ 10:00 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2412,"Secured electric scooter stolen from bike racks, loss $700.00",Report Taken,2023-11-19 22:00:00,Expensive,32.881092,-117.2375659
11/20/2023,11/17/2023,2:40 PM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Parking Lot 418,2023‐2414,"Secured electric scooter stolen from bike rack, loss $750.00",Report Taken,2023-11-17 15:00:00,Expensive,,
11/20/2023,9/12/23 ‐ 9/13/2023,3:40 PM,Grand Theft ‐ Micro Mobility Device,10285 North Point Ln,2023‐2424,"Bird Rides electric scooter stolen, loss $950.00",Report Taken,2023-09-13 15:40:00,Expensive,32.8903814,-117.2404945
11/20/2023,11/15/2023 ‐ 11/20/2023,12:00 AM ‐ 8:16 AM,Petty Theft,Humanities & Social Sciences,2023‐2425,"Secured bicycle stolen, loss $200.00",Online Report,2023-11-20 08:16:00,Medium,,
11/20/2023,11/20/2023,10:00 AM ‐ 11:00 PM,Petty Theft ‐ Micro Mobility Device,Otterson Hall,2023‐2427,"Secured electric scooter stolen from bike rack, loss $400.00",Report Taken,2023-11-20 23:00:00,Medium,32.8865929,-117.2411101
11/21/2023,11/21/2023,11:00 AM ‐ 1:05 PM,Petty Theft of Micro Mobility Device,Warren Lecture Hall,2023‐2441,"Secured electric scooter stolen, loss $300.00",Online Report,2023-11-21 13:05:00,Medium,32.8805918,-117.2344208
