Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition
10/10/2023,10/10/2023,7:50 PM ‐ 9:10 PM,Petty Theft ‐ Bicycle,Applied Physics And Mathematics,2023‐2010,"Secured bicycle stolen, loss $750.00",Report Taken
10/10/2023,10/10/2023,7:30 PM ‐ 9:30 PM,Grand Theft‐ Micro Mobility Device,Warren Lecture Hall,2023‐2011,Secured electric bicycle stolen loss $1600.00,Report Taken
10/11/2023,10/10/2023 ‐ 10/11/2023,5:00 PM ‐ 9:44 PM,Petty Theft ‐ Micro Mobility Device,Gilman Dr,2023‐2023,"Secured electric bicycle stolen, loss $450.00",Online Report
10/11/2023,10/11/2023,9:00 AM ‐ 11:00 AM,Petty Theft ‐ Micro Mobility Device,Jacobs School of Engineering,2023‐2024,"Secured electric scooter stolen, loss $600.00",Online Report
10/11/2023,10/11/2023,2:00 PM ‐ 2:50 PM,Petty Theft ‐ Micro Mobility Device,Gilman Dr,2023‐2025,"Secured electric scooter stolen, loss $630.00",Online Report
10/11/2023,10/9/2023,3:00 PM ‐ 6:00 PM,Petty Theft ‐ Micro Mobility Device,Seventh College West,2023‐2021,"Secured electric scooter stolen, loss $500.00",Online Report
10/12/2023,10/8/2023,12:55 PM ‐ 3:15 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Apartments,2023‐2026,"Secured electric scooter stolen, loss $500.00",Online Report
10/12/2023,10/11/2023 ‐ 10/12/2023,4:00 PM ‐ 7:40 AM,Grand Theft ‐ Bicycle,North America Hall,2023‐2028,"Secured bicycle stolen, loss $1000.00",Report Taken
10/12/2023,10/12/2023,12:00 PM ‐ 4:30 PM,Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,2023‐2029,"Secure electric scooter stolen, loss $300.00",Report Taken
10/12/2023,10/12/2023,6:20 PM ‐ 7:10 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2031,"Secured electric scooter stolen, loss $425.59",Report Taken
10/14/2023,10/11/2023 ‐ 10/14/2023,12:50 AM ‐ 8:23 AM,Petty Theft ‐ Micro Mobility Device,Seventh College West Building 6,2023‐2049,"Secured electric bicycle stolen, loss $400.00",Online Report
10/14/2023,10/13/2023 ‐ 10/14/2023,4:25 PM ‐ 11:06 AM,Petty Theft ‐ Micro Mobility Device,Theatre District Dr.,2023‐2063,"Secured electric scooter stolen, loss $300.00",Online Report
10/14/2023,10/14/2023,10:00 AM ‐ 8:00 PM,Pretty Theft,Trolley ‐ Central Campus Station,2023‐2050,"Secured bicycle stolen, loss $698.93",Report Taken
10/14/2023,10/14/2023,8:45 PM ‐ 8:50 PM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2023‐2051,"Secured electric bicycle stolen, loss $200.00",Report Taken
10/15/2023,10/14/2023 ‐ 10/15/2023,8:30 PM ‐ 9:00 AM,Petty Theft,Main Gym,2023‐2065,"Secured electric scooter's handlebar and control panel stolen, loss $380.00",Online Report
10/16/2023,10/13/2023 ‐ 10/16/2023,4:00 PM ‐ 9:05 AM,Petty Theft,Sixth College Market,2023‐2064,"Secured bicycle stolen, loss $100.00",Online Report
10/16/2023,10/16/2023,11:45 AM ‐ 1:50 PM,Petty Theft ‐ Micro Mobility Device,Design & Innovation Building,2023‐2066,"Secured electric scooter stolen, loss $420.00",Online Report
10/16/2023,10/16/2023,5:00PM‐6:20PM,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,2023‐2067,"Secured electric bicycle stolen, Loss $541.00",Online Report
10/16/2023,10/16/2023,4:30 PM ‐ 7:00 PM,Petty Theft ‐ Micro Mobility Device,Miramar Street,T23000397,"Secured electric scooter stolen, loss $279.00",Online Report
10/17/2023,10/13/2023‐10/16/2023,6:40PM‐9:00AM,Petty Theft ‐ Micro Mobility Device,Discovery Hall,2023‐2071,"Secured electric scooter stolen, Loss $450.00",Report Taken
10/18/2023,10/13/23‐10/18/23,3:00PM‐11:20PM,Petty Theft,Villa La Jolla,T23000399,"Secured Bicycle stolen, Loss $500",Online Report
10/19/2023,10/18/2023 ‐ 10/19/2023,5:05 PM ‐ 10:05 AM,Petty Theft,Piedra ‐ 9th Floor Bike Hangers,2023‐2103,"Unsecured bicycle stolen, Loss $519.00",Online Report
10/19/2023,10/19/2023,11:00AM‐12:30PM,Petty Theft,Applied Physics & Mathematics,2023‐2087,Secured bicycle stolen,Unfounded
10/19/2023,10/19/2023,7:30 PM ‐ 6:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2104,"Secured electric bicycle stolen, 200.00",Online Report
10/19/2023,10/19/2023,6:26 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2310190062,"Secured electric bicycle stolen, 200.00",Online Report
10/20/2023,10/20/2023,1:00 PM ‐ 5:00 PM,Petty Theft ‐ Micro Mobility Device,Matthews Apartments A,2023‐2099,"Secured electric scooter stolen, Loss $500.00",Report Taken
10/20/2023,10/20/2023,8:00PM‐11:00PM,Petty Theft,Mesa ‐ South,2023‐2106,"Secured bicycle stolen, Loss $150.00",Online Report
10/21/2023,10/20/2023 ‐ 10/21/2023,1:00 PM ‐ 6:00 AM,Petty Theft,Matthews Apartments,2023‐2108,"Secured bicycle stolen, loss $500.00",Report Taken
10/21/2023,10/21/2023,1:00 PM ‐ 6:00 AM,Petty Theft,Price Center East,2310210034,"Secured bicycle stolen, loss $500.00",Report Taken
10/21/2023,10/21/2023,1:45 PM ‐ 2:11 PM,Grand Theft ‐ Micro Mobility Device,Price Center West,2023‐2109,"Secured electric bicycle stolen, loss $1720.00",Report Taken
10/22/2023,10/22/2023,1:25AM,Petty Theft,Gilman Drive,2023‐2197,"Secured electric scooter, loss $270.00",Online Report
10/22/2023,10/22/2023,5:45 PM ‐ 7:45 PM,Petty Theft,Trolley ‐ UC Central Campus Stop,2023‐2143,"Secured electric scooter stolen, loss $1000.00",Online Report
10/22/2023,10/22/2023,1:25AM,Petty Theft,Gilman Drive,T23000405,"Secured electric scooter, loss $270.00",Online Report
10/23/2023,10/23/2023,8:00 PM ‐ 11:00 AM,Petty Theft,Structural Materials Engineering Building,2023‐2121,"Secured bicycle stolen, loss $250.00",Logged Event
10/23/2023,10/23/2023,9:30 AM ‐ 9:30 AM,Petty Theft,Pangea Parking Lot,2023‐2141,"Secured bicycle stolen, loss $690.00",Online Report
10/23/2023,10/21/2023 ‐ 10/22/2023,3:00 PM ‐ 4:00 PM,Grand Theft,TDLLN ‐ Podemos,2023‐2127,"Secured bicycle stolen, loss $1,000.00",Report Taken
10/23/2023,10/23/2023,7:52 PM,Attempted Petty Theft,Structural and Material Engineering Bldg,2310230074,Reporting party saw unknown male attempting to cut a bike lock,Gone On Arrival
10/24/2023,10/24/2023,9:30 AM ‐ 11:00 AM,Petty Theft of Micro Mobility Device,Mandeville Center,2023‐2140,"Secured electric scooter stolen, loss $700.00",Online Report
10/24/2023,10/24/2023,7:19 PM,Attempted Petty Theft,"One Miramar Street, Bldg 2",2310240055,"Reporting party found bike lock cut, believes it was cut in an attempt to steal their bicycle",Information Only
10/25/2023,10/25/2023,9:00 AM ‐ 10:15 AM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2023‐2144,"Unsecured electric scooter stolen, loss $300.00",Report Taken
10/25/2023,10/25/2023,11:00 AM ‐ 11:50 AM,Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,2023‐2146,"Secured electric scooter stolen, loss $200.00",Report Taken
10/26/2023,10/20/2023 ‐ 10/22/2023,5:00 PM ‐ 4:00 PM,Petty Theft,Center Hall,2023‐2156,"Secured bicycle stolen, loss $150.00",Report Taken
10/23/2023,10/25/2023 ‐ 10/26/2023,6:00 PM ‐ 12:30 PM,Petty Theft,Seventh College West #1,2023‐2157,"Secured bicycle stolen, loss $900.00",Report Taken
10/26/2023,10/26/2023,1:00 PM ‐ 12:00 PM,Petty Theft,Pepper Canyon Apartments,2023‐2159,"Secured bicycle stolen, loss $200.00",Report Taken
10/26/2023,10/26/2023,4:24 PM,Petty Theft,Center Hall,2310260045,"Victim's scooter taken, no suspect information",Information Only
10/27/2023,10/27/2023,9:40 AM,Petty Theft,Trolley ‐ Central Campus Station,2310270025,Subject trying to force his way into bike cage at location,Field Interview
10/28/2023,10/28/2023,12:02 AM,Burglary/ Petty Theft ‐ Micro Mobility Device,Harlan Hall,2023‐2178,"Unknown suspect(s) entered residence and stole a secured electric scooter, loss $600.00",Report Taken
10/28/2023,10/28/2023,9:00 AM ‐ 11:15 AM,Petty Theft ‐ Micro Mobility Device,Structural and Material Engineering Bldg,2023‐2182,"Secured electric scooter stolen, loss $299.99",Report Taken
10/28/2023,10/27/2023 ‐ 10/28/2023,7:30 PM ‐ 11:15 AM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2184,"Secured electric scooter stolen, loss $600.00",Report Taken
10/28/2023,10/27/2023 ‐ 10/28/2023,1:00 PM ‐ 8:00 PM,Petty Theft‐ Micro Mobility Device,Kaleidoscope,2023‐2186,"Secured electric scooter stolen, loss $600.00",Report Taken
10/29/2023,10/29/2023,1:00 PM ‐ 5:00 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2194,"Secured electric scooter stolen, loss $700.00",Report Taken
10/29/2023,10/29/2023,2:00 PM ‐ 4:00 PM,Grand Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐2200,"Secured electric scooter stolen, loss $1000.00",Online Report
10/29/2023,10/29/2023,1:00 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐2201,"Battery stolen off victim's e‐scooter, loss $200.00",Online Report
10/30/2023,10/16/2023 ‐ 10/30/2023,Unknown,Petty Theft,Thurgood Marshall Res Hall,2023‐2202,"Bicycle stolen, amount of loss unknown",Disposition Report Taken
10/30/2023,10/27/23‐10/30/23,10:15PM‐9:15AM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2207,"Secured electric scooter stolen, Loss $850.00",Online Report
10/31/2023,10/30/2023 ‐ 10/31/2023,11:30 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2206,"Secured electric scooter stolen, loss $600",Report Taken
10/31/2023,10/31/2023,9:35AM,Petty Theft,Gilman Drive,T23000419,"Secured Stolen Bike, Loss $800.00",Online Report
10/31/2023,10/31/2023,8:10AM‐9:10AM,Petty Theft,Muir Lane,T23000420,"Secured Stolen Bike, Loss $799.00",Online Report
10/31/2023,10/31/2023,9:30AM‐2:00PM,Petty Theft,Gilman Drive,T23000422,"Secured Stolen Bike, Loss $250.00",Online Report
10/31/2023,10/26/2023,7:35AM‐7:35PM,Petty Theft,Arbor Drive,T23000423,"Secured Stolen Bike, Loss $529.00",Online Report
11/1/2023,10/31/2023,2:00PM‐11:50PM,Petty Theft ‐ Micro mobility Device,Voigt Drive,2023‐2251,"Secured electric scooter stolen, loss $500.00",Online Report
11/1/2023,11/1/2023,9:10AM,Petty Theft,Miramar Street,2023‐2222,"Secured bicycle stolen, Loss $150.00",Online Report
11/1/2023,10/30/2023,5:30PM‐9:20PM,Petty Theft,Center Hall,2023‐2221,"Victim's lock for scooter stolen, loss $25.00",Online Report
11/1/2023,10/31/2023,4:00 PM ‐ 6:40 PM,Petty Theft ‐ Micro mobility Device,FAN ‐ FAN ‐RW Academic Bldg,2023‐2261,"Secured electric e‐scooter stolen, loss $460.00",Online Report
11/2/2023,10/30/2023,3:00PM‐11:00AM,Petty Theft,Greenhouse Lane,2023‐2231,"Secured Bicycle stolen, Loss $100.00",Report Taken
11/2/2023,10/30/23‐10/31/23,6:00pm‐1:00pm,Petty Theft,Scholars Drive ‐ North,2023‐2232,"Secured Bicycle stolen, Loss $150",Report Taken
11/3/2023,Unknown,Unknown,Petty Theft ‐ Micro Mobility Device,Geisel Library,T23000434,"Secured electric scooter stolen, Loss $400.00",Online Report
11/3/2023,10/31/23‐11/01/23,8:30PM‐12:00AM,Petty Theft ‐ Micro Mobility Device,Justice Lane,2023‐2262,"Stolen electric skateboard, loss $150.00",Online Report
11/3/2023,11/3/2023,10:00PM,Petty Theft ‐ Micro Mobility Device,Russell Lane,T23000436,"Secured electric scooter stolen, loss $650.00",Online Report
11/5/2023,11/4/2023 ‐ 11/5/2023,11:55 PM ‐ 11:55 AM,Petty Theft,UCSD Residential Area,2023‐2263,"Secured electric scooter stolen, loss $700.00",Online Report
11/5/2023,11/3/2023 ‐ 11/5/2023,7:00 PM ‐ 6:00 PM,Petty Theft,Viento,2023‐2260,"Secured bicycle stolen, loss $100.00",Report Taken
11/5/2023,11/5/2023,7:00 PM ‐ 10:00 PM,Petty Theft,UCSD Train Station,2023‐2312,"Secured electric scooter stolen, loss $350.00",Online Report
11/6/2023,11/5/2023 ‐ 11/6/2023,8:00 PM ‐ 2:00 AM,Grand Theft ‐ Micro Mobility Device,Geisel Library,2023‐2264,"Secured electric scooter stolen, loss $1,600.00",Report Taken
11/6/2023,11/5/2023 ‐ 11/6/2023,9:00 AM ‐ 10:00 AM,Petty Theft,9450 Innovation Lane,2023‐2266,"Secured bicycle stolen, loss $400.00",Report Taken
11/6/2023,11/3/2023 ‐ 11/5/2023,4:30 PM ‐ 4:21 PM,Petty Theft,Leichtag Family Foundation,2023‐2277,"Secured bicycle stolen, loss $90.00",Online Report
11/6/2023,11/6/2023,10:00 AM ‐ 11:00 AM,Petty Theft,Center Hall,2023‐2267,"Secured bicycle stolen, loss $400.00",Report Taken
11/6/2023,11/5/2023,7:20 PM ‐ 11:50 PM,Petty Theft ‐ Micro Mobility Device,Design & Innovations Bldg,2023‐2268,"Secured electric scooter stolen, loss $700.00",Report Taken
11/6/2023,11/6/2023,3:55 PM ‐ 4:50 PM,Petty Theft,Cognitive Sciences Building,2023‐2272,"Secured bicycle stolen, loss $800.00",Report Taken
11/6/2023,11/6/2023,7:11 PM ‐7:20 PM,Petty Theft ‐ Micro Mobility Device,Structural & Material Engineering Bldg,2023‐2279,"Secured electric scooter stolen, loss $850.00",Online Report
11/7/2023,11/6/2023 ‐ 11/7/2023,8:45 PM ‐ 12:10 AM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2275,"Secured electric scooter stolen, loss $450.00",Report Taken
11/7/2023,11/2/2023 ‐ 11/6/2023,5:00 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2023‐2287,"Secured electric scooter stolen, loss $600.00",Report Taken
11/7/2023,11/4/2023 ‐ 11/6/2023,4:04 PM,Petty Theft,Trolley ‐ La Jolla Health Station,2311070066,"Reporting party's secured bicycle stolen, request phone call from Officer",Information Only
11/7/2023,11/7/2023,5:50 PM ‐ 6:30 PM,Petty Theft,Applied Physics & Mathematics,2023‐2292,"Secured electric scooter stolen, loss $300.00",Report Taken
11/7/2023,11/7/2023,8:10 PM ‐ 9:00 PM,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,2023‐2294,"Secured electric scooter stolen, loss $148.00",Report Taken
11/8/2023,11/7/2023 ‐ 11/8/2023,9:20 PM ‐ 11:00 AM,Petty Theft,Podemos Bldg,2023‐2313,"Secured bicycle stolen, loss $450.00",Online Report
11/8/2023,11/8/2023,3:30 PM ‐ 5:50 PM,Grand Theft of Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2308,"Secured electric scooter stolen, loss $1,200.00",Report Taken
11/9/2023,11/8/2023 ‐ 11/9/2023,8:00 PM ‐ 12:00 AM,Petty Theft,Center Hall,2023‐2310,"Secured bicycle stolen, loss $250.00",Report Taken
11/9/2023,11/9/2023,9:00 AM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Geneva Hall,2023‐2318,"Electric scooter stolen, unknown if secured, loss $600.00",Report Taken
11/9/2023,11/9/2023,6:30 PM ‐ 8:15 PM,Petty Theft,Warren Lecture Hall,2023‐2321,"Secured bicycle stolen, loss $750.00",Referred to Other Agency ‐ San Diego Fire Department
11/10/2023,11/10/2023,8:00 AM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences,2023‐2324,"Secured electric bicycle stolen, loss $550.00",Report Taken
11/10/2023,11/10/2023,9:50 AM ‐ 5:50 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences,2023‐2327,"Secured electric bicycle stolen, loss $599.00",Online Report
11/10/2023,11/10/2023,6:50 PM ‐ 11:40 PM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2023‐2325,"Secured electric scooter stolen, loss $323.00",Report Taken
11/11/2023,11/11/2023,4:30 AM,Petty Theft,Geneva Hall,2311110014,Unknown subject seen cutting a lock on bicycle,Unable to Locate
11/12/2023,11/12/2023,1:00PM‐3:00PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2335,"Secured electric scooter stolen, loss $300.00",Report Taken
11/12/2023,11/12/2023,2:00PM‐9:00PM,Petty Theft ‐ Micro Mobility Device,Seventh College West #1,2023‐2337,"Secured electric scooter stolen, loss $515.00",Report Taken
11/12/2023,11/12/2023,6:12 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Meteor Hall,2023‐2349,"Secured electric scooter stolen, loss $499.00",Report Taken
11/13/2023,11/12/2023,6:50PM‐12:00AM,Petty Theft,Seventh College West #3,2023‐2340,"Secured electric scooter stolen, Loss $350.00",Report Taken
11/14/2023,11/13/2023,3:15 PM ‐ 5:50 PM,Petty Theft,Structural & Material Engineering Bldg,2023‐2359,"Secured bicycle stolen, loss $300.00",Online Report
11/14/2023,11/14/2023,11:00 AM ‐ 5:20 PM,Petty Theft ‐ Micro Mobility Device,Mandeville Center,2023‐2360,"Secured electric scooter stolen, loss $450.00",Online Report
11/15/2023,11/15/2023,10:10 AM ‐ 11:00 AM,Grand Theft ‐ Micro Mobility Device,Hopkins Parking Structure,2023‐2373,"Secured electric scooter stolen, loss $2,000.00",Referred to Other Agency ‐ San Diego Fire Department
11/16/2023,11/15/2023,10:00AM‐1:00PM,Petty Theft ‐ Micro mobility Device,Voigt Drive,2023‐2376,"Unknown suspect stole secured electric bicycle, Loss $450.00",Report Taken
11/17/2023,11/17/2023,1:30 PM ‐ 1:58 PM,Grand Theft ‐ Micro Mobility Device,Copa Vida Café,2023‐2385,"Unknown subject took victim's unsecured electric bicycle, amount of loss unknown",Report Taken
11/17/2023,11/10/2023 ‐ 11/16/2023,Unknown,Petty Theft,Tenaya Hall,2023‐2394,"Secured bicycle stolen from bike rack, loss $800.00",Online Report
11/17/2023,11/17/2023,6:50 PM ‐ 8:15 PM,Petty Theft ‐ Micro Mobility Device,Podemos,2023‐2395,"Secured electric scooter stolen, loss $600.00",Report Taken
11/18/2023,11/18/2023,1:22 PM,Petty Theft ‐ Micro Mobility Device,Main Gymnasium,2023‐2398,"Unsecured electric scooter stolen from bike rack, loss $460.00",Report Taken
11/18/2023,11/18/2023,4:49 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2401,"Secured electric scooter stolen from bike rack, loss $500.00",Report Taken
11/18/2023,11/18/2023,5:45 PM ‐ 8:20 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2402,"Secured electric scooter stolen from bike rack, loss $300.00",Report Taken
11/19/2023,11/19/2023,12:15 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2405,"Secured electric scooter stolen, amount of loss unknown",Report Taken
11/19/2023,11/19/2023,3:40 PM ‐ 3:50 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐2405,"Secured electric scooter stolen, loss $279.00",Online Report
11/19/2023,11/19/2023,8:04 PM,Petty Theft ‐ Micro Mobility Device,Price Center West ‐ The Trove,2023‐2410,"Secured electric scooter stolen from bike racks, $200.00",Online Report
11/19/2023,11/18/2023 ‐ 11/19/2023,8:00 PM ‐ 7:00 PM,Grand Theft,Thurgood Marshall Res Hall P,2023‐2409,"Secured bicycle stolen from bike rack, loss $2,000.00",Report Taken
11/19/2023,11/19/2023,4:30 PM ‐ 9:45 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2023‐2411,"Unsecured electric bicycle stolen from bike rack, loss $700.00",Report Taken
11/19/2023,11/19/2023,6:00 PM ‐ 10:00 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐2412,"Secured electric scooter stolen from bike racks, loss $700.00",Report Taken
11/20/2023,11/17/2023,2:40 PM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Parking Lot 418,2023‐2414,"Secured electric scooter stolen from bike rack, loss $750.00",Report Taken
11/20/2023,9/12/23 ‐ 9/13/2023,3:40 PM,Grand Theft ‐ Micro Mobility Device,10285 North Point Ln,2023‐2424,"Bird Rides electric scooter stolen, loss $950.00",Report Taken
11/20/2023,11/15/2023 ‐ 11/20/2023,12:00 AM ‐ 8:16 AM,Petty Theft,Humanities & Social Sciences,2023‐2425,"Secured bicycle stolen, loss $200.00",Online Report
11/20/2023,11/20/2023,10:00 AM ‐ 11:00 PM,Petty Theft ‐ Micro Mobility Device,Otterson Hall,2023‐2427,"Secured electric scooter stolen from bike rack, loss $400.00",Report Taken
11/21/2023,11/21/2023,11:00 AM ‐ 1:05 PM,Petty Theft of Micro Mobility Device,Warren Lecture Hall,2023‐2441,"Secured electric scooter stolen, loss $300.00",Online Report
